"['time', 'Speed [km/h]']","['time', 'Steer [deg]']","['time', 'Yaw [deg]']","['time', 'ax [m/s²]']","['time', 'ay [m/s²]']","['time', 'az [m/s²]']"
2.2800000000000002,41.8861930847168,145.8752734249271,115.78245714946974,-0.1849963366985321,6.770529270172119,-0.19922935962677002
2.29,41.90318756103516,145.79167190948613,117.25337936836699,-0.187543123960495,6.772365570068359,-0.19934767484664917
2.3000000000000003,41.923807525634764,145.6946285817586,119.09165648158422,-0.19066265225410461,6.774795055389404,-0.19947709143161774
2.31,41.93981666564942,145.62289793509512,120.56201862496955,-0.19310952723026276,6.776849269866943,-0.19957000017166138
2.32,41.963042449951175,145.52493936201878,122.76721350039986,-0.19670064747333527,6.780115604400635,-0.1997070610523224
2.33,41.974310302734374,145.48021528333356,123.8697016550883,-0.19846177101135254,6.781827449798584,-0.19978170096874237
2.34,41.99617309570313,145.3990316548588,126.07450037954676,-0.2019139528274536,6.785394191741943,-0.19996730983257294
2.35,42.01026306152344,145.35083784007517,127.54427512666346,-0.20416699349880219,6.787874698638916,-0.20010723173618317
2.36,42.027346801757815,145.29693398714542,129.38148673037017,-0.20692621171474457,6.79107666015625,-0.20029467344284058
2.37,42.0405990600586,145.25861662590165,130.85127513786523,-0.20908664166927338,6.7937164306640625,-0.2004515677690506
2.38,42.05665969848633,145.2163787360743,132.68856870384198,-0.211727574467659,6.797109603881836,-0.2006543129682541
2.39,42.06911544799805,145.18684499810317,134.15850737549874,-0.2137916088104248,6.799890995025635,-0.20082005858421326
2.4,42.084214782714845,145.1548797127875,135.99608780942066,-0.21630890667438507,6.8034443855285645,-0.20102611184120178
2.41,42.09592208862305,145.13302310744345,137.46631334902256,-0.21827208995819092,6.806338310241699,-0.20119063556194305
2.42,42.11289253234863,145.1060028790869,139.6719590169381,-0.22113105654716492,6.8107452392578125,-0.20144084095954895
2.43,42.12111854553223,145.09491065187478,140.7749389452468,-0.2225215584039688,6.812971591949463,-0.2015690803527832
2.44,42.13706932067871,145.0772068015461,142.98126763207932,-0.22522452473640442,6.81745719909668,-0.20183366537094116
2.45,42.149871826171875,145.06671563098098,144.82026874534859,-0.2273988127708435,6.821221351623535,-0.202061727643013
2.46,42.15980415344239,145.06090997018646,146.2917510397578,-0.229088693857193,6.824244976043701,-0.20224736630916595
2.47,42.171844482421875,145.05666159252272,148.1314898134574,-0.23114223778247833,6.828036785125732,-0.20248079299926758
2.48,42.181189727783206,145.0555277811205,149.60360048527025,-0.23274141550064087,6.831077575683594,-0.2026669681072235
2.49,42.19473381042481,145.05727630954803,151.81231973831228,-0.23507586121559143,6.8356428146362305,-0.20294377207756042
2.5,42.20130500793457,145.0595849134875,152.91693891202178,-0.23621845245361328,6.837924480438232,-0.20308111608028412
2.5100000000000002,42.214042282104494,145.0668658951427,155.126710014196,-0.23846684396266937,6.842478275299072,-0.20335479080677032
2.52,42.224256134033205,145.07536265047023,156.96875739183508,-0.24031701683998108,6.846255302429199,-0.20358316600322723
2.5300000000000002,42.232169723510744,145.0836135189876,158.44278051661553,-0.24179302155971527,6.8492608070373535,-0.20376668870449066
2.54,42.24174156188965,145.09551170852174,160.28579778111674,-0.2436460703611374,6.852990627288818,-0.20399710536003113
2.5500000000000003,42.24914016723633,145.10616680362696,161.7605995474626,-0.24513565003871918,6.855950355529785,-0.20418140292167664
2.56,42.259803771972656,145.12377503130728,163.97348521589834,-0.2473941147327423,6.860340595245361,-0.20445527136325836
2.57,42.264939880371095,145.1332006923619,165.08023540862885,-0.24854449927806854,6.862509727478027,-0.20459075272083282
2.58,42.27480697631836,145.15304922208995,167.29435051111523,-0.2509117126464844,6.866785049438477,-0.20485848188400269
2.59,42.28260383605957,145.1703705818251,169.14007253052776,-0.2529694736003876,6.870273590087891,-0.20507793128490448
2.6,42.288553619384764,145.1845637149204,170.61707361778633,-0.2546779215335846,6.873007774353027,-0.20525066554546356
2.61,42.29697189331055,145.2061061315626,172.83326509778038,-0.25734350085258484,6.87700080871582,-0.20550373196601868
2.62,42.30095100402832,145.21689783045122,173.94166819629004,-0.25871899724006653,6.878943920135498,-0.20562690496444702
2.63,42.30841827392578,145.23826266217503,176.15907544995633,-0.261545866727829,6.8826985359191895,-0.20586654543876648
2.64,42.31190299987793,145.2487674931185,177.2680932654913,-0.2629849910736084,6.884511947631836,-0.20598137378692627
2.65,42.31837463378906,145.2692444002502,179.48668897207318,-0.2658994197845459,6.888001918792725,-0.206200510263443
2.66,42.32230911254883,145.2824266653483,180.966189908568,-0.26785746216773987,6.890215873718262,-0.2063407301902771
2.67,42.32680320739746,145.29831368535778,182.81601004148254,-0.27030640840530396,6.892848968505859,-0.2065049260854721
2.68,42.33006134033203,145.31051240321543,184.29622131765103,-0.27225780487060547,6.89484167098999,-0.20662759244441986
2.69,42.33370399475098,145.3250880269042,186.14691571477934,-0.2746787369251251,6.897183895111084,-0.2067718207836151
2.7,42.336285781860354,145.33620757487301,187.62778268910816,-0.2765974998474121,6.8989338874816895,-0.20688104629516602
2.71,42.339094161987305,145.34944448148448,189.4792420674235,-0.2789715528488159,6.900964736938477,-0.20701070129871368
2.72,42.34101333618164,145.35953950107776,190.96069643802093,-0.2808542251586914,6.902464389801025,-0.20710887014865875
2.73,42.34334449768067,145.37391021909147,193.18332195621312,-0.2836579978466034,6.904502868652344,-0.20725658535957336
2.74,42.344264602661134,145.3808087101532,194.29482596060598,-0.2850576937198639,6.905432224273682,-0.20732547342777252
2.75,42.34561386108398,145.39404561676466,196.5181754788502,-0.28787121176719666,6.907118797302246,-0.20744425058364868
2.7600000000000002,42.346043014526366,145.4003976926928,197.63002099270156,-0.28929218649864197,6.907876491546631,-0.20749425888061523
2.77,42.34639320373535,145.41258275017208,199.85401254872775,-0.2921907901763916,6.909224987030029,-0.2075781226158142
2.7800000000000002,42.346245574951176,145.42028720355586,201.33688759867252,-0.2941943407058716,6.910000801086426,-0.20762553811073303
2.79,42.34561042785645,145.42937135515197,203.1907102224407,-0.29683586955070496,6.910824775695801,-0.2076808363199234
2.8000000000000003,42.34471435546875,145.43607860091691,204.67394044222235,-0.29911482334136963,6.911358833312988,-0.20772548019886017
2.81,42.34306983947754,145.44342788446386,206.52815921696237,-0.30226659774780273,6.91185188293457,-0.20778483152389526
2.82,42.34128112792969,145.44799045082942,208.0116899650675,-0.3051130771636963,6.912082195281982,-0.20783527195453644
2.83,42.33768310546875,145.45185633789967,210.23721148346777,-0.3101138472557068,6.9121174812316895,-0.20791079103946686
2.84,42.33541030883789,145.45226614924985,211.35005420493795,-0.31303030252456665,6.911983489990234,-0.20794597268104553
2.85,42.33180198669434,145.45095475292922,212.83392646250155,-0.3174543082714081,6.911629676818848,-0.2079876959323883
2.86,42.32621612548828,145.44573648840333,214.6888692372936,-0.32402303814888,6.91086483001709,-0.20802830159664154
2.87,42.32072639465332,145.43799105388453,216.1729054193973,-0.333797812461853,6.909378528594971,-0.20805568993091583
2.88,42.31041641235352,145.41894848647854,218.39905531520122,-0.34169837832450867,6.907955646514893,-0.2080617994070053
2.89,42.304161071777344,145.40546569305693,219.5121302631032,-0.34845566749572754,6.906636714935303,-0.20805680751800537
2.9,42.28899650573731,145.3689788225107,221.73829381928545,-0.3641783595085144,6.903243064880371,-0.20801427960395813
2.91,42.27338905334473,145.32741029122204,223.59333221672588,-0.37736088037490845,6.899688243865967,-0.2078450620174408
2.92,42.259185791015625,145.28681164679546,225.07721813466782,-0.38557669520378113,6.89647912979126,-0.2073683738708496
2.93,42.23981552124024,145.22906922755217,226.93171011697467,-0.3933004140853882,6.891796588897705,-0.20643670856952667
2.94,42.22332572937012,145.1794137522862,228.41483105372959,-0.3980296552181244,6.887362957000732,-0.20567458868026733
2.95,42.1973258972168,145.10257412412355,230.6383581568922,-0.40352416038513184,6.879363059997559,-0.20505391061306
2.96,42.18385734558105,145.06383329115124,231.7494660103132,-0.40574899315834045,6.874865531921387,-0.2049321085214615
2.97,42.15616493225098,144.98695268185358,233.97026103780783,-0.40947192907333374,6.864811897277832,-0.20503713190555573
2.98,42.14198226928711,144.94903147158166,235.07986624961143,-0.411098450422287,6.859403133392334,-0.20502668619155884
2.99,42.113029861450194,144.8741042963866,237.29749206933116,-0.41399291157722473,6.848203182220459,-0.20470817387104034
3.0,42.093330001831056,144.82468104755242,238.77472538302152,-0.4158967137336731,6.840601921081543,-0.2042372226715088
3.0100000000000002,42.067999649047856,144.76312738275226,240.6199146476788,-0.42154890298843384,6.830787181854248,-0.2035631239414215
3.02,42.04652481079102,144.71251568100246,242.0950169423481,-0.43078523874282837,6.822540283203125,-0.20317187905311584
3.0300000000000002,42.016968154907225,144.64313461941347,243.93769269739084,-0.44898754358291626,6.811586856842041,-0.2031242996454239
3.04,41.9902645111084,144.57828880343337,245.41099182211926,-0.46842777729034424,6.802275657653809,-0.20318317413330078
3.0500000000000003,41.951891326904295,144.47911445668478,247.25164584116766,-0.49913114309310913,6.789740562438965,-0.20335358381271362
3.06,41.91650161743164,144.38039090242142,248.72349696579204,-0.5261858105659485,6.779183864593506,-0.2030196189880371
3.0700000000000003,41.85512580871582,144.19435020980862,250.92994859602965,-0.5675836205482483,6.761686325073242,-0.2013375610113144
3.08,41.820738601684575,144.083564541471,252.03242309033976,-0.5873537063598633,6.751798629760742,-0.2000410109758377
3.09,41.74517326354981,143.82642157959836,254.23515909766886,-0.6225438714027405,6.7292070388793945,-0.19695128500461578
3.1,41.70310592651367,143.67529681402266,255.3683967640007,-0.638041079044342,6.715756893157959,-0.19539889693260193
3.11,41.616386032104494,143.3492372434246,257.5642752614031,-0.6626617908477783,6.685581207275391,-0.19340643286705017
3.12,41.540034484863284,143.05083993896508,259.38927448687383,-0.6775718331336975,6.656667232513428,-0.19221529364585876
3.13,41.4769832611084,142.80238497771668,260.84547081792056,-0.6859976649284363,6.631125450134277,-0.19171416759490967
3.14,41.38016967773438,142.43436072485807,263.0226892385105,-0.6938096880912781,6.590360164642334,-0.1904556006193161
3.15,41.298208236694336,142.15874893146972,264.83014853819265,-0.6969617605209351,6.556159973144531,-0.18859559297561646
3.16,41.23217697143555,141.97819971094958,266.27156433987545,-0.6980707049369812,6.529838562011719,-0.18667064607143402
3.17,41.14933662414551,141.8059150193252,268.0679314123455,-0.6984202861785889,6.4985480308532715,-0.18402999639511108
3.18,41.08295516967774,141.71534671093082,269.50104170399754,-0.6982429027557373,6.475289344787598,-0.18198272585868835
3.19,41.00002899169922,141.66700263198547,271.2880377569263,-0.6966778635978699,6.448952674865723,-0.17971199750900269
3.2,40.934008026123045,141.68263010480646,272.7145637462185,-0.6919697523117065,6.421741008758545,-0.17748984694480896
3.21,40.83599281311035,141.77270663958058,274.8503092581681,-0.6876740455627441,6.405049800872803,-0.17648418247699738
3.22,40.755744552612306,141.87890242079595,276.6270600273419,-0.6792541146278381,6.38568639755249,-0.17558534443378448
3.23,40.69296455383301,142.0068728450853,278.0468377897341,-0.6703217029571533,6.37249231338501,-0.17501452565193176
3.24,40.616760635375975,142.2267639552247,279.8199275775127,-0.657010018825531,6.358597278594971,-0.1744033545255661
3.25,40.557884216308594,142.45476933009806,281.2375470001272,-0.6452556848526001,6.349777698516846,-0.17409613728523254
3.2600000000000002,40.4871322631836,142.81127788401605,283.0092161085585,-0.629802405834198,6.342060089111328,-0.17398980259895325
3.27,40.432904434204104,143.15719964472052,284.4267808896596,-0.617280125617981,6.339066982269287,-0.17379985749721527
3.2800000000000002,40.355584716796876,143.78067297253762,286.5548219482255,-0.5986809730529785,6.339869499206543,-0.173444002866745
3.29,40.318742752075195,144.1412386588226,287.6201402134507,-0.5895583033561707,6.342796802520752,-0.17333932220935822
3.3000000000000003,40.24868087768555,144.96868875601297,289.7546836121064,-0.5718317031860352,6.354081153869629,-0.17344406247138977
3.31,40.21542663574219,145.481799887221,290.8244278399138,-0.5637085437774658,6.364686489105225,-0.17380191385746002
3.3200000000000003,40.152306747436526,146.69508737062537,292.9709923715087,-0.5484352707862854,6.394439220428467,-0.17553642392158508
3.33,40.10320129394531,147.78148359962927,294.76902601013626,-0.535830557346344,6.423171043395996,-0.17721907794475555
3.34,40.066187667846684,148.68130638126507,296.214457963051,-0.5262771248817444,6.4485673904418945,-0.1783774048089981
3.35,40.01431846618652,150.0539148572492,298.395173440496,-0.512891948223114,6.488490581512451,-0.180278018116951
3.36,39.98997344970703,150.73443392501423,299.49144612303974,-0.5065389275550842,6.5083441734313965,-0.18143534660339355
3.37,39.944332122802734,152.04181409442472,301.69609458333645,-0.49434998631477356,6.545965671539307,-0.1842021346092224
3.38,39.92298774719239,152.64956432677246,302.80436107806275,-0.48457860946655273,6.573292255401611,-0.18674896657466888
3.39,39.88311767578125,153.72221821516627,305.0320955777541,-0.4769318699836731,6.591328144073486,-0.18875522911548615
3.4,39.852627182006835,154.4217388692023,306.89881359867525,-0.4674516022205353,6.607546806335449,-0.19097304344177246
3.41,39.82993354797363,154.81920123738368,308.39768495165623,-0.45973914861679077,6.61424446105957,-0.19247564673423767
3.42,39.79859848022461,155.0910427663502,310.6524396797041,-0.4477376937866211,6.611609935760498,-0.19387689232826233
3.43,39.78409996032715,155.06137242459565,311.7814153079939,-0.44145506620407104,6.603776454925537,-0.19421952962875366
3.44,39.757317352294926,154.62899412937716,314.03912067776326,-0.42813539505004883,6.573060035705566,-0.1948525756597519
3.45,39.73719863891602,153.86169067801794,315.91643915227627,-0.4159836173057556,6.531525135040283,-0.194692924618721
3.46,39.7224666595459,152.96174495297706,317.4126330711026,-0.40568092465400696,6.4866743087768555,-0.19322770833969116
3.47,39.70254364013672,151.107485197102,319.6420887784648,-0.38876965641975403,6.397137641906738,-0.18877533078193665
3.48,39.693527984619145,149.95639341627975,320.7478690843332,-0.37971988320350647,6.342043876647949,-0.1856391578912735
3.49,39.67724761962891,147.19183336858205,322.93615241137854,-0.3606226146221161,6.212635517120361,-0.1777218133211136
3.5,39.66544075012207,144.40664614959096,324.73068899315103,-0.34275931119918823,6.0842814445495605,-0.16983509063720703
3.5100000000000002,39.657139205932616,141.86013306095674,326.14358192485986,-0.32782989740371704,5.9673333168029785,-0.1629893034696579
3.52,39.648061752319336,138.29021174784452,327.8767834078856,-0.3085385262966156,5.804006099700928,-0.15391656756401062
3.5300000000000002,39.641730880737306,135.1243507656519,329.2337234299137,-0.2928323447704315,5.659359931945801,-0.14634817838668823
3.54,39.6335391998291,129.8756099356856,331.2134127797069,-0.2691097557544708,5.420062065124512,-0.13422101736068726
3.5500000000000003,39.627675247192386,125.05131072112218,332.80632217718056,-0.24909929931163788,5.200743675231934,-0.12349329143762589
3.56,39.62352447509766,120.82142920964664,334.03971773750146,-0.2322649508714676,5.007937908172607,-0.11461934447288513
3.5700000000000003,39.618786621093754,115.50848460148218,335.5258576178695,-0.2138834297657013,4.770087718963623,-0.10270975530147552
3.58,39.61537399291992,110.68799663247565,336.66824773768917,-0.19587811827659607,4.545540809631348,-0.09362812340259552
3.59,39.611642074584964,104.31069681575892,338.0326736470476,-0.17481988668441772,4.2581257820129395,-0.08202163130044937
3.6,39.607666397094725,96.10283116939792,339.56881051214015,-0.14998459815979004,3.885695219039917,-0.06824682652950287
3.61,39.60520477294922,90.39721898584943,340.52738658101646,-0.13427802920341492,3.627443552017212,-0.058980509638786316
3.62,39.60222816467285,83.03006766404695,341.6482206238155,-0.1154947280883789,3.2945454120635986,-0.04698782414197922
3.63,39.599879837036134,77.00539685379965,342.48090264591013,-0.10147351026535034,3.0236873626708984,-0.03786091133952141
3.64,39.596923828125,69.26780339217237,343.43950603554305,-0.08506017923355103,2.6785597801208496,-0.02723710611462593
3.65,39.59330520629883,59.696310968585834,344.46575561871583,-0.06746596843004227,2.2557406425476074,-0.01691182516515255
3.66,39.591444396972655,54.80067042814164,344.92682070844836,-0.05958564579486847,2.0408878326416016,-0.012942057102918625
3.67,39.58758201599121,44.79579908662321,345.7421540500511,-0.04577098786830902,1.6039568185806274,-0.006469137035310268
3.68,39.584890365600586,37.989932220244874,346.20504963048126,-0.03814272955060005,1.3075298070907593,-0.003311882261186838
3.69,39.58135414123535,29.336506013567263,346.6910585710627,-0.030520128086209297,0.9317525625228882,-8.331071876455098e-05
3.7,39.57683258056641,18.774296358417665,347.1361410181374,-0.024315400049090385,0.4754427969455719,0.0029565501026809216
3.71,39.57444305419922,13.424221134377726,347.3013496337816,-0.022532543167471886,0.24510371685028076,0.004009313881397247
3.72,39.56936187744141,2.5928290282828734,347.51565364917997,-0.021753188222646713,-0.21871182322502136,0.004888560157269239
3.73,39.56471328735352,-6.550006272522365,347.5746391628522,-0.024435030296444893,-0.6074464917182922,0.0039928932674229145
3.74,39.56063117980957,-13.931943246330624,347.5427285190499,-0.02895321510732174,-0.919442892074585,0.0009020690922625363
3.75,39.55379219055176,-25.087798793191876,347.36189243058465,-0.038606032729148865,-1.3879804611206055,-0.0024775557685643435
3.7600000000000002,39.54749221801758,-34.43029375692811,347.08863022227075,-0.04911404848098755,-1.7772897481918335,-0.008061232976615429
3.77,39.54209175109863,-41.90654710543778,346.7895498988942,-0.05913551151752472,-2.0869202613830566,-0.013533655554056168
3.7800000000000002,39.53491973876953,-51.22593041656997,346.3151796006585,-0.07363763451576233,-2.4697794914245605,-0.02140733413398266
3.79,39.525763320922856,-62.30296387286199,345.5992391718578,-0.09349296241998672,-2.9205684661865234,-0.032425858080387115
3.8000000000000003,39.521004867553714,-67.77314626590932,345.1817780097866,-0.10425270348787308,-3.1409826278686523,-0.03851751983165741
3.81,39.511247634887695,-78.5032026972701,344.2296496394868,-0.12664242088794708,-3.569608449935913,-0.05182034894824028
3.8200000000000003,39.50473136901856,-85.46429927291531,343.5096384179408,-0.1415725201368332,-3.8448781967163086,-0.06131872162222862
3.83,39.49691734313965,-93.88639380259376,342.51636498808085,-0.15884746611118317,-4.17413330078125,-0.07395150512456894
3.84,39.488959121704106,-103.51491147556074,341.19237379860886,-0.17471075057983398,-4.546885013580322,-0.08971234411001205
3.85,39.486016845703126,-108.11263965497648,340.4785370680725,-0.18049226701259613,-4.72349214553833,-0.09793052822351456
3.86,39.48343849182129,-116.31473379148882,338.95253620370823,-0.18141914904117584,-5.0278167724609375,-0.11413731426000595
3.87,39.48454399108887,-120.0057680189637,338.1441969758156,-0.17930909991264343,-5.166537284851074,-0.1247982531785965
3.88,39.4916130065918,-127.21003298943972,336.4462392689071,-0.17500370740890503,-5.438528060913086,-0.1356373280286789
3.89,39.50253067016602,-132.8447887905385,334.9529413502889,-0.1699560135602951,-5.646315097808838,-0.15095002949237823
3.9,39.521846008300784,-139.06733701123025,333.07300008313456,-0.16202591359615326,-5.879124641418457,-0.1673608422279358
3.91,39.538613891601564,-142.87571388864595,331.7699639140362,-0.1549321413040161,-6.023382186889648,-0.17606011033058167
3.92,39.56413307189941,-147.24458974973123,330.08973737821304,-0.14520154893398285,-6.192508697509766,-0.1847822070121765
3.93,39.60107116699219,-151.8693244971252,328.00480847368834,-0.13472414016723633,-6.372878074645996,-0.19347672164440155
3.94,39.621928024292,-153.92592177697273,326.9368400950651,-0.1295977383852005,-6.453583240509033,-0.1976618617773056
3.95,39.66815299987793,-157.54659139561815,324.7553323156764,-0.11886925250291824,-6.596420764923096,-0.20687732100486755
3.96,39.711006546020506,-160.10949693826038,322.89593625754554,-0.10970370471477509,-6.698968887329102,-0.2153124362230301
3.97,39.74789657592773,-161.86948642321093,321.3846886017885,-0.10267234593629837,-6.770893573760986,-0.22211049497127533
3.98,39.79702949523926,-163.70437576259982,319.4697767660837,-0.09385553002357483,-6.84851598739624,-0.22974413633346558
3.99,39.85988159179688,-165.3668574669593,317.13978067413893,-0.08425620198249817,-6.92368221282959,-0.23678623139858246
4.0,39.9038028717041,-166.1598834107328,315.5706403349769,-0.07834551483392715,-6.96368408203125,-0.2399929016828537
4.01,39.96064682006836,-166.81047258955482,313.59526766473914,-0.07119937241077423,-7.0026373863220215,-0.2424554079771042
4.0200000000000005,40.03127861022949,-167.136054046911,311.20994704051725,-0.06335018575191498,-7.033725738525391,-0.24391989409923553
4.03,40.06740303039551,-167.12978393325292,310.01313397339095,-0.05976551026105881,-7.0431976318359375,-0.24430187046527863
4.04,40.1408878326416,-166.8134642124113,307.61508187655613,-0.05327809602022171,-7.050836563110352,-0.24484999477863312
4.05,40.203060150146484,-166.27055979604367,305.6155030158999,-0.04851366952061653,-7.046534538269043,-0.24520209431648254
4.0600000000000005,40.253181838989256,-165.68498035774178,304.01718410860354,-0.045257750898599625,-7.0375142097473145,-0.2449319213628769
4.07,40.32861328125,-164.62847303654587,301.6249786536983,-0.04155721887946129,-7.017272472381592,-0.24464979767799377
4.08,40.39139671325684,-163.65290345701462,299.63848643549176,-0.03947549685835838,-6.997493743896484,-0.24313178658485413
4.09,40.441466903686525,-162.8123257362395,298.05489341604596,-0.03724319115281105,-6.9789228439331055,-0.24101266264915466
4.1,40.503927612304686,-161.69900490152742,296.08334565174346,-0.03456262871623039,-6.9529008865356445,-0.23764130473136902
4.11,40.57839088439942,-160.29437649871429,293.7304547657008,-0.033019572496414185,-6.918097972869873,-0.23359927535057068
4.12,40.61527061462402,-159.57023984290953,292.55973302120395,-0.032953426241874695,-6.899669170379639,-0.23173871636390686
4.13,40.68803443908691,-158.1042763413497,290.2303653066628,-0.03405799716711044,-6.861598968505859,-0.2285040318965912
4.14,40.73565673828125,-157.1340479697494,288.68663327121317,-0.035582415759563446,-6.836081027984619,-0.22666864097118378
4.15,40.79402847290039,-155.95323120565925,286.7673774351963,-0.03820725530385971,-6.804676532745361,-0.22458305954933167
4.16,40.86222953796387,-154.59793042903195,284.47931870475537,-0.04207789525389671,-6.7691144943237305,-0.2221669703722
4.17,40.89554557800293,-153.95161694863032,283.3412999060045,-0.04425210505723953,-6.752485275268555,-0.22096984088420868
4.18,40.960564041137694,-152.7382475029559,281.0766823847951,-0.049023982137441635,-6.722131729125977,-0.2186330258846283
4.19,40.99225616455078,-152.17567214177862,279.94983777552636,-0.05156363919377327,-6.708620548248291,-0.21751590073108673
4.2,41.054023361206056,-151.1474827848816,277.70614795393385,-0.05700774863362312,-6.685197830200195,-0.21548579633235931
4.21,41.09397926330566,-150.5340498351444,276.21719403562776,-0.06104595959186554,-6.672158241271973,-0.2143767923116684
4.22,41.14255256652832,-149.84630442723747,274.3627976759693,-0.06618701666593552,-6.65870475769043,-0.21328824758529663
4.23,41.180331802368165,-149.35664816563926,272.8841163621749,-0.07038649171590805,-6.650110244750977,-0.21265769004821777
4.24,41.226247787475586,-148.8142082021352,271.0410581165387,-0.07570526748895645,-6.641841888427734,-0.2121354639530182
4.25,41.261953353881836,-148.43067941986064,269.5702725014248,-0.0800100564956665,-6.637007713317871,-0.21189528703689575
4.26,41.30533905029297,-148.00707108753645,267.7356563696027,-0.08541357517242432,-6.632902145385742,-0.21181271970272064
4.2700000000000005,41.3390739440918,-147.70773121697147,266.270662754905,-0.08974871039390564,-6.63098669052124,-0.21181640028953552
4.28,41.38809356689453,-147.31584228315282,264.07677867274026,-0.0962444618344307,-6.630058765411377,-0.211907759308815
4.29,41.41190986633301,-147.14241011974786,262.9812436506269,-0.09947819262742996,-6.630342483520508,-0.21199092268943787
4.3,41.45819320678711,-146.8348603618005,260.79235926693457,-0.10585446655750275,-6.632216453552246,-0.21210215985774994
4.3100000000000005,41.48068428039551,-146.69878933315553,259.6988459808155,-0.10901101678609848,-6.633663177490234,-0.21215161681175232
4.32,41.52503471374512,-146.4539407117889,257.4802092930986,-0.11534377187490463,-6.637448787689209,-0.21229419112205505
4.33,41.55323524475098,-146.31341639980508,256.0240402828086,-0.11943986266851425,-6.640476703643799,-0.21243374049663544
4.34,41.58808937072754,-146.15499699219578,254.17147441384765,-0.12457399070262909,-6.644867420196533,-0.21266897022724152
4.3500000000000005,41.61468315124512,-146.04504460693693,252.71628895079812,-0.12854231894016266,-6.648688316345215,-0.21289533376693726
4.36,41.64697608947754,-145.92386339068256,250.89765546163383,-0.1334148794412613,-6.653858661651611,-0.21324168145656586
4.37,41.67206268310547,-145.83890949778595,249.44290713069114,-0.13724753260612488,-6.658288478851318,-0.2135455161333084
4.38,41.70251884460449,-145.74761718933954,247.624519528337,-0.14198024570941925,-6.664191246032715,-0.21392330527305603
4.39,41.72617378234863,-145.68621378870114,246.16974387663765,-0.14569257199764252,-6.669194221496582,-0.2142326384782791
4.4,41.76051292419434,-145.60744804719255,243.98727987076512,-0.1511247158050537,-6.67691707611084,-0.2146967649459839
4.41,41.777181243896486,-145.57262774280383,242.89584296215378,-0.15378199517726898,-6.680839538574219,-0.21491844952106476
4.42,41.80954284667969,-145.51133362519212,240.71255933358086,-0.15899287164211273,-6.688770771026611,-0.2153567224740982
4.43,41.83554611206055,-145.46891815044634,238.89261444809594,-0.1632327288389206,-6.695442199707031,-0.21574465930461884
4.44,41.855733489990236,-145.44040894085072,237.43625419250913,-0.16655556857585907,-6.700800895690918,-0.21607862412929535
4.45,41.88021583557129,-145.41133965574315,235.6152437975137,-0.17062485218048096,-6.7075324058532715,-0.2165185809135437
4.46,41.89921531677246,-145.38584938976066,233.42917345175943,-0.1753864586353302,-6.715680122375488,-0.21705922484397888
4.47,41.92676696777344,-145.37421074741496,231.97120127152849,-0.17848671972751617,-6.721156120300293,-0.2174144685268402
4.48,41.94888381958008,-145.3651812373322,230.148059857512,-0.18227757513523102,-6.728043556213379,-0.2178436517715454
4.49,41.96603965759277,-145.36199836917896,228.68896752625722,-0.18524137139320374,-6.733575344085693,-0.21817471086978912
4.5,41.98683128356934,-145.36254478431258,226.86432347062333,-0.18885764479637146,-6.740494728088379,-0.2185789942741394
4.51,42.00295715332032,-145.3662467468427,225.40398804493958,-0.1916779726743698,-6.746015548706055,-0.2189013659954071
4.5200000000000005,42.022499084472656,-145.37452493611679,223.57775938541826,-0.1951102614402771,-6.752878189086914,-0.21931082010269165
4.53,42.03765678405762,-145.38375935187463,222.11609890303552,-0.19778026640415192,-6.75832462310791,-0.21964654326438904
4.54,42.05962600708008,-145.4014632022033,219.92248802843756,-0.2016581892967224,-6.766409873962402,-0.22016221284866333
4.55,42.07725563049316,-145.41933097707206,218.09341801022148,-0.20477311313152313,-6.773062705993652,-0.22059622406959534
4.5600000000000005,42.09093017578125,-145.43540924237826,216.62946258427763,-0.20718926191329956,-6.778326511383057,-0.2209404855966568
4.57,42.107509231567384,-145.45747075339742,214.7986576980124,-0.21011598408222198,-6.784830570220947,-0.22136163711547852
4.58,42.120373535156254,-145.47648600004672,213.33329525309952,-0.21238428354263306,-6.7899699211120605,-0.2216891199350357
4.59,42.13597068786621,-145.5017713603541,211.50071451765007,-0.21513091027736664,-6.79630708694458,-0.22208687663078308
4.6000000000000005,42.14807624816895,-145.52304056942953,210.03395871414654,-0.2172638475894928,-6.801303386688232,-0.22239726781845093
4.61,42.16563377380371,-145.55639921333588,207.83264338616476,-0.22035449743270874,-6.808663845062256,-0.22285623848438263
4.62,42.17415161132813,-145.57362495042264,206.73145296741865,-0.221853107213974,-6.812277317047119,-0.22308383882045746
4.63,42.190682601928714,-145.60933317940348,204.5280612619292,-0.22476786375045776,-6.819210529327393,-0.22355733811855316
4.64,42.203958892822264,-145.64034223823532,202.69087697897916,-0.22714366018772125,-6.824889183044434,-0.22393830120563507
4.65,42.21425514221192,-145.66584616459616,201.22044653370216,-0.2290164828300476,-6.829354763031006,-0.2242349237203598
4.66,42.22672805786133,-145.69841250655878,199.381609344973,-0.23133523762226105,-6.8348259925842285,-0.22458021342754364
4.67,42.23638916015625,-145.72489998016007,197.9098675033753,-0.23318369686603546,-6.839137554168701,-0.22484247386455536
4.68,42.250358963012694,-145.76508881323645,195.70120289184663,-0.23596157133579254,-6.845478534698486,-0.22522713243961334
